"trait","sample_size","rep","f_val"
"area",20,90,26.3975722068075
"area",20,91,11.3159821527579
"area",20,92,9.85789401717202
"area",20,93,10.5876842019504
"area",20,94,13.4576980891578
"area",20,95,9.82156048250771
"area",20,96,24.1903628852661
"area",20,97,24.4921162945794
"area",20,98,18.389052382232
"area",20,99,22.2858557891504
"area",20,100,9.60286812847927
"area",25,1,19.099074404609
"area",25,2,12.1665428330517
"area",25,3,17.5586817944684
"area",25,4,8.77906557503659
"area",25,5,12.0127398436945
"area",25,6,15.5723785871326
"area",25,7,10.9144530294017
"area",25,8,10.0631165368906
"area",25,9,8.53443587599499
"area",25,10,6.01929735747328
"area",25,11,8.8212094136034
"area",25,12,14.8797564713225
"area",25,13,9.42424921529761
"area",25,14,14.4884884070575
"area",25,15,11.1815944318357
"area",25,16,21.8309588389916
"area",25,17,12.1614044884401
"area",25,18,9.59187073805164
"area",25,19,7.50711659925824
"area",25,20,8.3089941032186
"area",25,21,19.3387477587186
"area",25,22,10.2601259815248
"area",25,23,14.308268049122
"area",25,24,10.1130511651818
"area",25,25,8.94244439763291
"area",25,26,19.5680686389484
"area",25,27,9.33565688701876
"area",25,28,15.4771988256723
"area",25,29,6.60858300483401
"area",25,30,10.4601268539598
"area",25,31,12.5075598392385
"area",25,32,10.6735887403013
"area",25,33,14.8032583137849
"area",25,34,19.6156987637686
"area",25,35,14.2181684055685
"area",25,36,8.81843249096273
"area",25,37,13.760656481618
"area",25,38,11.5559807068886
"area",25,39,13.5037908732636
"area",25,40,13.0339005385258
"area",25,41,11.317481548836
"area",25,42,11.9788938082186
"area",25,43,11.3776838994751
"area",25,44,6.13844017344826
"area",25,45,10.1282615153389
"area",25,46,25.1665119034574
"area",25,47,14.8538088194687
"area",25,48,12.5997654960054
"area",25,49,10.7684270219759
"area",25,50,11.9119397463515
"area",25,51,14.8911677107721
"area",25,52,15.4689330272778
"area",25,53,12.9540008564621
"area",25,54,21.7840479244932
"area",25,55,10.3302057008303
"area",25,56,8.18976851337475
"area",25,57,12.09142028384
"area",25,58,15.1095604655706
"area",25,59,8.70579343912265
"area",25,60,9.13489377278522
"area",25,61,21.7613243165493
"area",25,62,14.0076460826729
"area",25,63,7.3406829021305
"area",25,64,11.4811315870282
"area",25,65,29.8507033326874
"area",25,66,9.96934733332292
"area",25,67,21.7698972709788
"area",25,68,7.52749263745947
"area",25,69,8.42128473095797
"area",25,70,6.80445147013208
"area",25,71,11.4448674889975
"area",25,72,10.8325842430722
"area",25,73,31.0582255203599
"area",25,74,10.6816126069428
"area",25,75,11.2338444060324
"area",25,76,9.05579991535974
"area",25,77,6.27016700649059
"area",25,78,19.1627207701064
"area",25,79,10.7671046320046
"area",25,80,11.351264338996
"area",25,81,19.343990031109
"area",25,82,12.709113200597
"area",25,83,21.0412868998692
"area",25,84,9.50059375404429
"area",25,85,10.5235265215978
"area",25,86,27.4984167254098
"area",25,87,16.0142227814101
"area",25,88,9.57402177185051
"area",25,89,8.46633080342542
"area",25,90,24.7950910363625
"area",25,91,22.3865287134093
"area",25,92,8.92486536389397
"area",25,93,9.62760830178069
"area",25,94,12.1450432952106
"area",25,95,22.8067654986464
"area",25,96,18.1936924478974
"area",25,97,24.0159076979088
"area",25,98,21.3170133297735
"area",25,99,22.5866562415136
"area",25,100,9.5316783861022
"area",30,1,10.1373140212566
"area",30,2,9.60312733879843
"area",30,3,8.64838150227059
"area",30,4,18.9924054601956
"area",30,5,11.6608056442743
"area",30,6,14.1275063393304
"area",30,7,13.3099329313886
"area",30,8,17.3769298429687
"area",30,9,11.9891386417611
"area",30,10,11.2508917800738
"area",30,11,18.8021410511196
"area",30,12,12.5278717590338
"area",30,13,24.6070444484036
"area",30,14,9.34212298661023
"area",30,15,11.5630946296409
"area",30,16,18.7270594540385
"area",30,17,14.0381565188456
"area",30,18,10.8575998782893
"area",30,19,35.3461833215867
"area",30,20,11.4553498950399
"area",30,21,6.64721200500039
"area",30,22,13.9012666871125
"area",30,23,12.931754562464
"area",30,24,12.0671457501352
"area",30,25,8.74224972087543
"area",30,26,9.07093059093429
"area",30,27,10.6685478737686
"area",30,28,15.8329120234893
"area",30,29,15.2524846418061
"area",30,30,12.0985856427731
"area",30,31,10.0612724128496
"area",30,32,13.0831144932437
"area",30,33,25.1297451920109
"area",30,34,8.0552388846676
"area",30,35,13.860680340281
"area",30,36,9.96276764742024
"area",30,37,9.35364729778837
"area",30,38,26.5781779705302
"area",30,39,12.3094768179749
"area",30,40,13.6488597223241
"area",30,41,14.5574931883538
"area",30,42,14.8523334610611
"area",30,43,6.34530764350024
"area",30,44,11.765722478853
"area",30,45,23.8111348503566
"area",30,46,8.62340384119218
"area",30,47,13.7626089207787
"area",30,48,9.0795134940549
"area",30,49,23.2576824534609
"area",30,50,7.92564268234462
"area",30,51,9.87236174140006
"area",30,52,9.98887277766422
"area",30,53,10.8463246022361
"area",30,54,7.12439003735349
"area",30,55,16.97095516034
"area",30,56,11.8364498615428
"area",30,57,6.745680614146
"area",30,58,8.97615717681478
"area",30,59,14.4536279714499
"area",30,60,7.79855206730044
"area",30,61,15.202064481073
"area",30,62,26.3520948539361
"area",30,63,6.91056846438383
"area",30,64,16.6913249863238
"area",30,65,9.83173727175552
"area",30,66,13.9686545467266
"area",30,67,9.23350140821129
"area",30,68,11.88018027217
"area",30,69,21.7843158130264
"area",30,70,7.02013155931502
"area",30,71,8.73814156067588
"area",30,72,16.4447751231005
"area",30,73,16.6927623393687
"area",30,74,11.7565243080155
"area",30,75,12.0618226273305
"area",30,76,11.5272950632326
"area",30,77,11.5452445391121
"area",30,78,9.90289801048177
"area",30,79,11.5376716098392
"area",30,80,16.0163800131843
"area",30,81,10.7651286675924
"area",30,82,8.55472613812965
"area",30,83,11.8417473397449
"area",30,84,12.7622438981298
"area",30,85,24.2657155720146
"area",30,86,11.102740262866
"area",30,87,12.0904219592956
"area",30,88,15.5757518749493
"area",30,89,11.41636137608
"area",30,90,11.2995746160732
"area",30,91,8.84004436160557
"area",30,92,17.3201825581027
"area",30,93,22.0327998139658
"area",30,94,19.2053083785021
"area",30,95,14.1149623007933
"area",30,96,12.586471808343
"area",30,97,14.3759689724344
"area",30,98,13.7405298000503
"area",30,99,9.18927422405266
"area",30,100,10.0934879496093
"area",35,1,26.4357948551317
"area",35,2,13.5976978467256
"area",35,3,21.116899137226
"area",35,4,24.2021346927116
"area",35,5,10.1497767815515
"area",35,6,12.1184680347619
"area",35,7,9.63519244659902
"area",35,8,13.9387851159644
"area",35,9,14.1737901844483
"area",35,10,9.27041136090781
"area",35,11,12.5527488348003
"area",35,12,17.0994556051483
"area",35,13,15.0753227734193
"area",35,14,14.743021381028
"area",35,15,13.3476760397615
"area",35,16,11.3458782315263
"area",35,17,14.4980456737609
"area",35,18,13.4692294850813
"area",35,19,10.2086774067733
"area",35,20,9.62523595869409
"area",35,21,19.4490245184344
"area",35,22,14.9718570713083
"area",35,23,12.3298176231389
"area",35,24,18.0190034217183
"area",35,25,15.5090178083461
"area",35,26,16.8657816851812
"area",35,27,13.7143985670335
"area",35,28,16.2628031344529
"area",35,29,13.0983844773704
"area",35,30,9.01925613565872
"area",35,31,14.0380725688857
"area",35,32,10.1871428305521
"area",35,33,18.0584721119484
"area",35,34,10.5100604167438
"area",35,35,18.0634272872053
"area",35,36,10.5282763574576
"area",35,37,23.0722642255029
"area",35,38,11.8151154577899
"area",35,39,20.2260672218415
"area",35,40,14.9605780084346
"area",35,41,15.4190564581303
"area",35,42,14.2134191175845
"area",35,43,19.7017996834049
"area",35,44,10.1176602203038
"area",35,45,10.8246652495087
"area",35,46,24.7068647310052
"area",35,47,7.28681074493596
"area",35,48,16.9165664044781
"area",35,49,8.63787819586976
"area",35,50,9.46743238587714
"area",35,51,14.7497521646839
"area",35,52,11.6106690108403
"area",35,53,15.8180063779096
"area",35,54,13.2203587986546
"area",35,55,15.2003412401914
"area",35,56,16.6584775032605
"area",35,57,8.82536031887458
"area",35,58,12.4048584466078
"area",35,59,11.3721001552931
"area",35,60,6.98852471206693
"area",35,61,20.7540510136351
"area",35,62,39.2309710711449
"area",35,63,9.21260587347046
"area",35,64,15.9230750481513
"area",35,65,15.2781369993678
"area",35,66,15.4712801588399
"area",35,67,15.4575984717159
"area",35,68,12.9907839688425
"area",35,69,13.8055660804554
"area",35,70,15.2345322708788
"area",35,71,9.14822355763125
"area",35,72,13.346403715055
"area",35,73,15.1403183670212
"area",35,74,17.0743758019144
"area",35,75,15.4042340026141
"area",35,76,9.03023421593645
"area",35,77,15.722683751326
"area",35,78,12.5151512690565
"area",35,79,11.3786808054921
"area",35,80,32.5477677341218
"area",35,81,20.0147892558187
"area",35,82,16.8720104192493
"area",35,83,19.5662415233791
"area",35,84,8.52586156933578
"area",35,85,9.3875100989368
"area",35,86,13.5562857993202
"area",35,87,14.1517856546889
"area",35,88,13.9692430188422
"area",35,89,15.3085757826741
"area",35,90,12.6313036872024
"area",35,91,20.702666283785
"area",35,92,13.5690495930819
"area",35,93,21.5519433028111
"area",35,94,8.27035465194594
"area",35,95,11.4236283024924
"area",35,96,13.2358771414682
"area",35,97,9.37982979399768
"area",35,98,24.4094249796498
"area",35,99,17.0368704309284
"area",35,100,9.56399734825893
"area",40,1,15.632082577876
"area",40,2,10.7653231295515
"area",40,3,24.4141851778487
"area",40,4,8.80691657930441
"area",40,5,12.8621338956815
"area",40,6,16.3449625207398
"area",40,7,16.4253674780725
"area",40,8,22.0388125286753
"area",40,9,15.2162095985184
"area",40,10,11.839780906909
"area",40,11,15.3054029982471
"area",40,12,8.53405013515962
"area",40,13,10.6409059715145
"area",40,14,14.8153422253211
"area",40,15,8.98936138027763
"area",40,16,19.6367663315525
"area",40,17,8.98620019616956
"area",40,18,14.2091364451283
"area",40,19,11.614043290446
"area",40,20,9.61609279645034
"area",40,21,16.7776521095546
"area",40,22,14.4969771999622
"area",40,23,18.9642210611193
"area",40,24,16.1406368872042
"area",40,25,13.2102658927832
"area",40,26,11.0681942790665
"area",40,27,11.0025781824854
"area",40,28,17.1367777912678
"area",40,29,13.3198201629306
"area",40,30,15.7368654184619
"area",40,31,12.0588328910813
"area",40,32,10.3785025466097
"area",40,33,13.8017291997348
"area",40,34,15.2900690895629
"area",40,35,28.4747848780515
"area",40,36,11.2333709910348
"area",40,37,30.9824056321817
"area",40,38,15.8639666243029
"area",40,39,14.5405336839658
"area",40,40,12.6472508930493
"area",40,41,12.4581074088781
"area",40,42,21.0037208886248
"area",40,43,12.1437713640214
"area",40,44,14.0387501514388
"area",40,45,18.7821628816132
"area",40,46,14.9178048202101
"area",40,47,9.72955634186509
"area",40,48,8.08111410509183
"area",40,49,18.7210625384214
"area",40,50,7.1401863584184
"area",40,51,16.5855307598544
"area",40,52,13.3482533201032
"area",40,53,14.3599070933108
"area",40,54,13.3648620464729
"area",40,55,9.14148283433608
"area",40,56,8.95748517848411
"area",40,57,13.9821667914158
"area",40,58,14.9229624431749
"area",40,59,9.99594170465053
"area",40,60,13.371932037734
"area",40,61,22.091430754395
"area",40,62,16.3230146615425
"area",40,63,12.0841409675736
"area",40,64,10.7167277851687
"area",40,65,14.2112503107813
"area",40,66,16.7635241579097
"area",40,67,16.7653530261535
"area",40,68,10.6766659811484
"area",40,69,12.6671183218717
"area",40,70,19.5970665201814
"area",40,71,21.9431258058926
"area",40,72,7.79726342560817
"area",40,73,30.6853013737084
"area",40,74,17.3489364736715
"area",40,75,8.90180207651418
"area",40,76,16.8793629866946
"area",40,77,15.8814956099859
"area",40,78,11.9616867005039
"area",40,79,11.8825429964867
"area",40,80,8.58339337222823
"area",40,81,8.28793571583067
"area",40,82,14.6183409695756
"area",40,83,13.2909231171505
"area",40,84,9.81701629277556
"area",40,85,9.42776727779147
"area",40,86,10.9423559631714
"area",40,87,14.0163231005546
"area",40,88,12.368376473024
"area",40,89,13.1000248195071
"area",40,90,8.49969596231499
"area",40,91,19.5620115073236
"area",40,92,10.9713412625392
"area",40,93,11.1747114819187
"area",40,94,25.3662707148301
"area",40,95,10.4891322739151
"area",40,96,8.98851769924329
"area",40,97,20.053668476471
"area",40,98,12.9325898279833
"area",40,99,18.3689385096798
"area",40,100,7.11881140224062
"area",45,1,13.6579581731169
"area",45,2,10.4173615795817
"area",45,3,11.9055957857202
"area",45,4,13.8574937285372
"area",45,5,13.7114494705819
"area",45,6,7.64746399790081
"area",45,7,17.0379397216635
"area",45,8,17.342924314377
"area",45,9,9.93955357699271
"area",45,10,13.0028594889973
"area",45,11,12.4636750238735
"area",45,12,16.2106234416068
"area",45,13,14.4149825156061
"area",45,14,13.2809986115982
"area",45,15,17.9576918176523
"area",45,16,13.2582628166895
"area",45,17,8.53795218574068
"area",45,18,17.7437668737717
"area",45,19,15.8904764068347
"area",45,20,17.850817999206
"area",45,21,11.2086935384576
"area",45,22,19.7096490784094
"area",45,23,14.0941055798134
"area",45,24,10.5085977519142
"area",45,25,14.6861459616205
"area",45,26,9.37640582532213
"area",45,27,16.7947739837881
"area",45,28,15.6329155588981
"area",45,29,14.2549291106572
"area",45,30,8.28422827806063
"area",45,31,15.0852312211058
"area",45,32,10.2717199677523
"area",45,33,16.4372180568835
"area",45,34,24.6865931457736
"area",45,35,12.5324171362208
"area",45,36,16.6628618045703
"area",45,37,18.9217019318387
"area",45,38,15.3563237001059
"area",45,39,9.41694036021043
"area",45,40,11.8865499894969
"area",45,41,12.6373153253808
"area",45,42,15.1455159131893
"area",45,43,14.0428196572294
"area",45,44,27.2848051686585
"area",45,45,12.5141300791178
"area",45,46,14.3702212719835
"area",45,47,10.0020157341473
"area",45,48,17.1706820112827
"area",45,49,10.0670084074795
"area",45,50,14.3309830558139
"area",45,51,15.8105752220887
"area",45,52,13.9066149592152
"area",45,53,13.9861747357084
"area",45,54,12.8812823560384
"area",45,55,13.5057833274672
"area",45,56,13.3782328477309
"area",45,57,24.5879369424708
"area",45,58,14.0031413598983
"area",45,59,19.0968093151539
"area",45,60,14.5508471318318
"area",45,61,13.2253187112938
"area",45,62,12.5776260800733
"area",45,63,12.8580660310896
"area",45,64,9.76938517768416
"area",45,65,19.1714782017123
"area",45,66,15.4542424342437
"area",45,67,11.4036272122482
"area",45,68,9.69606830593102
"area",45,69,14.3580784499907
"area",45,70,14.1617357526761
"area",45,71,13.8274610704799
"area",45,72,17.377466818365
"area",45,73,13.9239912536567
"area",45,74,21.3989021158569
"area",45,75,22.2535472487154
"area",45,76,13.8829007606323
"area",45,77,14.24664588076
"area",45,78,11.8469169046014
"area",45,79,10.2225856200441
"area",45,80,14.0346949532913
"area",45,81,21.0247039161164
"area",45,82,15.6172640243383
"area",45,83,23.0443987639922
"area",45,84,18.6817924942871
"area",45,85,25.1341384071276
"area",45,86,11.4544444696259
"area",45,87,15.0299175748252
"area",45,88,10.7357651534595
"area",45,89,18.0857256108792
"area",45,90,12.2998610567409
"area",45,91,11.9749220631988
"area",45,92,10.4682076534643
"area",45,93,15.8140172610186
"area",45,94,12.4126090935009
"area",45,95,10.0433901699877
"area",45,96,19.4004670118629
"area",45,97,11.3052141799542
"area",45,98,10.0096114443239
"area",45,99,9.70968104276476
"area",45,100,12.4182497147428
"area",50,1,13.4490900226621
"area",50,2,13.8825851314907
"area",50,3,18.3529688406712
"area",50,4,21.2309616316581
"area",50,5,9.71324842557888
"area",50,6,10.1620625836718
"area",50,7,10.3724198873475
"area",50,8,14.9977666682105
"area",50,9,12.4004698470801
"area",50,10,12.4668057743731
"area",50,11,12.7052481627341
"area",50,12,18.4041625100102
"area",50,13,15.6196940342911
"area",50,14,16.6956726899228
"area",50,15,15.0525971663465
"area",50,16,11.1234158403635
"area",50,17,13.5696276472273
"area",50,18,13.2619886363866
"area",50,19,20.0137351869159
"area",50,20,28.2261218831773
"area",50,21,27.8798761426521
"area",50,22,26.5297941070267
"area",50,23,14.7085148332831
"area",50,24,14.3876455742638
"area",50,25,19.2473263425154
"area",50,26,19.8621729075761
"area",50,27,14.8590309279441
"area",50,28,8.40981122441712
"area",50,29,21.1835162810688
"area",50,30,9.88215603815181
"area",50,31,13.5399617399713
"area",50,32,20.872417565998
"area",50,33,21.3057558205452
"area",50,34,10.8050903788425
